PF10,PL10,PF01,PL01,PL11,PRG1,PF02,PL02,PL12,PRG2,PF03,PL03,PL13,PF04,PL04,PF05,PL05,PF06,PL06,PF07,PL07,PF08,PL08,PF09,PL09,PRGA,PTHA,PSTA,PLEB,PREB,PKAC,PACC,PRGC,PHED,RCHD,PGID,PHPD,PSPD,PRSD,PPOE,PBRE,PEYE,PLMG,PFSH,PLSH,PMSH,PRSH,PSSH,PCTH,PAGI,PSKI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PHCL,PFGM,PGGM,HELM,PHAN,PJEN,PTEN,PLHN,PRHN,PSLO,PTTO,PLFP,PTHP,PFMP,PIMP,PJMP,PTYP,PCAR,PYER,PRGR,PKPR,PSTR,POVR,PAWR,PRGS,PDIS,PVIS,PFJS,PPOS,PLWS,PRWS,PHGT,PRGT,PWGT,PSLT,PGRT,PRST,PRGY,PLSY
0,0,36,41,0,0,15,10,0,0,8,21,0,14,11,0,23,0,21,0,0,0,0,0,0,0,0,10,0,0,0,7,0,3,2816,841,0,7,2,4,0,0,0,3,0,4,0,1,0,7,4,7,0,21,23,0,7,1,2,0,0,3,0,70,1,2,2,1,0,0,0,33,8,2,0,0,3,0,0,19,19,16,0,6,0,0,5,0,0,78,0,150,0,0,0,0,0
0,0,31,40,0,0,26,15,0,0,5,1,0,11,0,9,0,5,0,12,0,0,0,0,0,0,1,14,0,0,2,13,0,0,1045,842,0,14,2,11,0,1,0,1,0,4,0,4,6,12,4,14,16,2,2,0,3,2,0,0,0,2,0,7,0,2,2,0,0,0,3,34,14,8,0,2,3,0,2,11,14,14,0,4,0,0,14,5,0,71,0,80,0,0,0,0,0
0,0,27,42,0,0,14,5,0,0,4,20,0,25,5,0,18,0,19,0,0,0,0,0,0,0,10,14,0,0,0,11,0,4,2816,843,0,14,2,25,0,1,0,0,0,0,0,3,4,11,0,16,14,0,0,0,8,6,0,0,0,1,0,14,2,0,0,0,0,0,11,0,9,11,0,6,0,0,0,5,8,6,0,3,0,0,0,0,5,74,0,44,0,0,0,0,0
0,0,36,48,0,0,15,5,0,0,5,12,0,12,1,0,26,0,17,0,21,0,5,0,26,0,2,9,0,0,7,8,0,0,1234,844,0,8,2,4,0,1,0,0,0,3,0,2,2,8,1,6,2,2,2,0,3,2,0,0,0,2,0,46,0,0,0,1,0,0,2,8,12,2,0,2,3,0,14,7,0,9,0,5,0,1,20,0,0,72,0,60,1,0,0,0,0
0,0,45,48,0,0,5,5,0,0,13,18,0,1,14,10,5,0,18,0,0,0,0,0,0,0,0,17,0,0,0,14,0,2,1063,845,0,17,2,7,0,0,0,0,0,0,0,5,4,12,5,14,7,0,0,0,9,0,0,0,0,1,0,36,1,2,2,1,0,0,0,40,14,14,0,5,0,0,0,7,9,6,0,4,0,0,17,0,0,72,0,30,1,0,0,0,0
0,0,45,39,0,0,3,1,0,0,15,20,0,20,12,20,15,0,3,0,11,0,0,0,0,0,1,18,0,0,0,11,0,2,2846,846,0,8,2,0,0,0,0,2,0,4,0,2,6,11,1,14,10,0,3,0,8,6,0,0,0,1,0,99,0,2,2,0,0,0,1,14,6,10,0,2,2,0,0,14,14,14,0,3,0,0,12,0,0,76,0,135,0,0,0,0,0
0,0,28,28,0,0,9,15,0,0,12,23,0,12,5,25,14,0,19,0,0,0,0,0,0,0,0,18,0,0,0,15,0,5,1193,847,0,20,2,0,0,0,0,0,0,1,0,3,12,14,3,14,4,0,0,0,4,6,0,0,0,1,0,18,0,2,2,2,0,0,0,26,4,16,0,6,2,0,2,6,11,9,0,6,0,0,3,0,0,73,0,42,1,0,0,0,0
0,0,30,34,0,0,1,15,0,0,12,12,0,12,12,1,9,19,4,0,1,0,25,0,0,0,0,10,0,0,0,6,0,5,1203,848,0,6,2,8,0,0,0,3,0,4,0,1,0,6,5,12,8,12,14,0,9,1,4,0,0,1,0,72,1,2,2,0,0,0,0,44,9,8,0,0,2,0,1,16,11,8,0,3,0,0,8,0,0,75,0,158,0,0,0,0,0
0,0,36,29,0,0,1,18,0,0,3,1,0,11,22,19,5,15,14,14,19,0,0,0,0,0,0,11,0,0,0,8,0,4,11038,849,0,7,2,11,0,1,0,3,0,3,0,1,0,7,1,12,8,2,1,0,10,0,0,0,0,1,0,94,0,2,2,1,0,0,0,13,6,7,0,0,2,0,0,16,11,10,0,3,0,0,12,5,0,74,0,145,1,0,0,0,0
0,0,45,41,0,0,5,12,0,0,25,1,0,9,4,0,9,0,16,0,15,0,0,0,0,0,1,17,0,0,0,14,0,5,1321,850,0,18,0,10,0,1,0,-1,0,1,0,2,6,13,6,14,6,0,1,0,9,5,1,0,0,1,0,23,1,2,2,2,0,0,5,50,8,15,0,2,0,0,0,8,12,9,0,3,1,0,17,0,0,71,0,35,0,0,0,0,0
0,0,35,28,0,0,19,1,0,0,1,7,0,9,14,1,1,8,8,0,0,0,0,0,0,0,0,11,0,0,0,10,0,5,12801,851,0,14,2,0,0,1,0,0,0,3,0,2,0,9,5,12,6,2,1,0,10,0,0,0,0,1,0,30,0,2,2,2,0,0,0,41,10,4,0,0,1,0,0,11,10,8,0,5,0,0,11,5,0,76,0,65,1,0,0,0,0
0,0,45,35,0,0,3,7,0,0,1,9,0,12,5,5,8,0,15,0,14,0,0,0,0,0,0,11,0,0,0,7,0,0,10904,852,0,5,0,0,0,1,0,2,0,3,0,1,2,7,6,16,6,0,0,0,2,0,2,0,0,3,0,90,0,2,2,1,0,0,0,50,5,6,0,0,3,0,0,17,8,8,0,2,0,0,12,0,0,74,0,130,0,0,0,0,0
0,0,44,49,0,0,9,8,0,0,12,9,0,5,13,25,16,0,5,0,25,0,0,0,0,0,1,18,0,0,0,13,0,1,1127,853,0,15,2,1,0,0,0,0,0,2,0,2,4,12,0,6,16,0,0,0,4,5,0,0,0,1,0,44,1,2,2,2,0,0,2,0,8,7,0,6,3,0,2,10,17,15,0,5,0,0,15,0,0,73,0,71,0,0,0,0,0
0,0,37,37,0,0,5,1,0,0,11,14,0,1,9,21,8,12,15,1,0,0,0,0,0,0,0,17,0,0,0,21,0,0,2572,854,0,20,2,0,0,0,0,-1,0,1,0,3,7,18,0,12,14,1,1,0,0,4,0,0,0,0,0,28,1,2,2,0,0,0,0,4,8,14,0,7,3,0,0,6,23,16,0,0,0,0,18,5,0,71,0,28,1,0,0,0,0
0,0,30,29,0,0,1,15,0,0,13,12,0,15,5,14,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,21,0,4,1148,855,0,19,2,20,0,0,0,-1,0,-1,0,4,5,19,5,14,11,0,0,0,10,0,0,0,0,3,0,24,2,2,2,2,0,0,0,45,8,14,0,1,3,0,0,4,12,8,0,5,1,0,16,0,0,72,0,25,0,0,0,0,0
0,0,36,45,0,0,55,11,0,0,38,9,0,55,14,0,14,0,5,0,18,0,0,0,0,0,2,18,0,0,2,14,0,0,1033,856,0,18,0,0,0,1,0,0,0,0,0,3,7,13,6,15,14,2,2,0,8,4,0,0,0,2,0,10,2,2,2,1,0,0,4,51,7,10,0,6,2,0,2,7,16,13,0,5,0,1,18,0,0,76,0,58,1,0,0,0,0
0,0,46,38,0,0,25,5,0,0,18,28,0,9,5,3,1,0,21,0,6,0,0,0,0,0,2,18,0,0,0,16,0,0,1229,857,0,22,2,0,0,1,0,-1,0,-1,0,4,12,15,5,12,7,0,2,0,7,3,0,0,0,2,0,22,1,2,2,1,0,0,2,44,6,15,0,5,2,0,0,4,15,11,0,4,1,0,16,0,0,74,0,25,0,0,0,0,0
0,0,46,46,0,0,1,25,0,0,5,12,0,17,5,21,18,1,0,14,0,0,0,0,0,0,0,18,0,0,0,16,0,1,10940,858,0,20,2,0,0,0,0,0,0,0,0,1,10,14,6,14,0,0,3,0,8,8,4,0,0,2,0,25,2,2,2,2,0,0,0,48,12,12,0,7,1,0,0,8,10,8,0,2,1,0,1,0,0,69,0,50,0,0,0,0,0
0,0,41,31,0,0,3,22,0,0,20,1,0,1,14,22,19,9,0,21,0,19,0,0,0,0,0,19,0,0,0,15,0,3,10752,859,0,24,2,0,0,0,0,0,0,0,0,4,14,14,5,21,0,0,2,0,2,7,1,0,0,1,0,1,0,2,2,1,0,0,0,44,12,13,0,7,3,0,0,6,12,11,0,4,1,0,3,0,5,73,0,50,0,0,0,0,0
0,0,27,46,0,0,12,5,0,0,5,21,0,24,2,1,14,14,5,4,18,5,0,18,0,0,0,24,0,0,0,14,0,3,9280,860,0,14,2,4,0,0,0,0,0,0,0,4,4,13,3,20,7,1,1,0,8,1,0,0,0,0,0,34,1,2,2,0,0,0,0,26,11,12,0,4,1,0,0,6,8,7,0,5,0,0,18,0,0,71,0,34,0,0,0,0,0
0,0,29,28,0,0,1,9,0,0,12,7,0,5,7,2,5,0,18,0,19,0,0,0,0,0,0,18,0,0,2,19,0,4,4874,861,0,19,0,2,0,1,0,0,0,-1,0,3,8,17,6,6,7,2,2,0,0,4,0,0,0,0,0,26,2,2,2,2,0,0,0,53,5,14,0,3,3,0,2,5,12,7,0,6,0,0,16,0,0,71,0,36,0,0,0,0,0
0,0,28,34,0,0,18,1,0,0,1,23,0,14,11,4,9,15,14,14,19,0,0,0,0,0,0,18,0,0,0,11,0,3,10931,862,0,15,2,3,0,1,0,0,0,2,0,4,0,11,1,12,9,0,0,0,9,0,0,0,0,3,0,3,0,2,2,2,0,0,0,10,5,3,0,0,2,0,0,9,9,8,0,3,1,0,15,0,0,74,0,60,0,0,0,0,0
1,5,37,34,26,0,5,55,0,0,11,53,0,1,33,14,15,9,14,15,26,11,1,15,12,0,0,10,0,0,0,6,0,0,1092,863,0,6,2,5,0,0,0,2,0,4,0,1,2,6,4,14,4,12,15,0,0,4,0,0,0,0,0,55,0,2,2,2,0,0,0,36,7,4,0,0,2,0,0,17,12,10,0,4,0,0,7,0,0,74,0,140,0,0,0,0,0
0,0,30,45,0,0,55,3,0,0,36,8,0,55,18,0,1,0,13,0,13,0,0,0,0,0,0,11,0,0,0,12,0,0,1241,864,0,12,2,15,0,1,0,1,0,2,0,2,2,11,1,14,11,0,0,0,2,0,0,0,0,2,0,52,2,2,2,2,0,0,0,12,11,4,0,1,2,0,0,11,9,9,0,6,0,0,14,0,0,72,0,71,1,0,0,0,0
0,0,39,29,0,0,9,1,0,0,3,12,0,8,12,1,1,5,8,12,1,0,14,0,0,0,0,11,0,0,0,11,0,3,1042,865,0,12,2,0,0,0,0,2,0,4,0,1,6,11,0,12,9,2,0,0,4,1,0,0,0,1,0,92,0,2,2,1,0,0,0,7,5,11,0,0,1,0,0,10,10,9,0,5,0,0,12,0,0,75,0,120,0,0,0,0,0
0,0,30,41,0,0,9,2,0,0,22,9,0,9,3,14,8,5,5,0,18,0,5,0,0,0,0,11,0,0,0,8,0,5,1226,866,0,8,0,6,0,0,0,3,0,4,0,0,0,8,5,11,7,3,5,0,10,0,0,0,0,2,0,95,0,2,2,2,0,0,0,46,4,5,0,0,3,0,0,14,10,9,0,0,0,0,12,0,0,75,0,146,0,0,0,0,0
0,0,37,44,0,0,21,1,0,0,18,6,0,20,4,0,1,0,12,0,0,0,0,0,0,0,0,15,0,0,0,8,0,0,3336,867,0,10,2,8,0,0,0,0,0,4,0,4,6,7,0,15,0,7,8,0,8,7,0,0,0,0,0,87,0,2,2,0,0,0,0,3,6,8,0,8,3,0,0,11,12,7,0,4,1,0,4,5,0,79,0,80,0,0,0,0,0
0,0,36,33,0,0,1,15,0,0,3,12,0,15,4,2,5,0,14,0,0,0,0,0,0,0,0,10,0,0,0,6,0,2,555,868,0,6,2,0,0,0,0,2,0,5,0,3,0,6,0,14,0,12,13,0,9,0,2,0,0,0,0,74,1,2,2,0,0,0,0,7,8,2,0,0,1,0,0,17,9,8,0,3,0,1,5,0,0,77,0,140,0,0,0,0,0
0,0,37,37,0,0,1,1,0,0,15,14,0,14,9,15,8,8,15,9,0,0,0,0,0,0,0,15,0,0,2,18,0,2,2572,869,0,22,2,0,0,1,0,-1,0,-1,0,4,6,16,4,6,6,2,2,0,1,4,4,0,0,1,0,14,2,2,2,1,0,0,0,37,9,12,0,2,0,0,2,7,11,6,0,4,0,0,16,0,0,72,0,18,0,0,0,0,0
0,0,27,28,0,0,21,15,0,0,19,12,0,20,20,9,0,14,0,0,0,0,0,0,0,0,0,15,0,0,0,11,0,2,2842,870,0,13,2,0,0,1,0,0,0,0,0,4,7,10,1,15,6,6,7,0,9,5,2,0,0,3,0,81,2,2,2,2,0,0,1,13,5,6,0,6,0,0,0,11,13,7,0,5,0,0,4,0,5,75,0,55,1,0,0,0,0
0,14,30,34,0,0,15,1,0,0,14,18,0,20,18,5,9,0,14,0,7,0,20,0,15,0,0,10,0,0,0,6,0,1,1127,871,0,6,2,3,0,0,0,3,0,3,0,1,0,6,4,7,3,13,15,0,4,0,0,0,0,3,0,71,0,2,2,1,0,0,0,39,8,2,0,0,3,0,0,18,13,11,0,5,0,1,7,0,5,74,0,145,1,0,0,0,0
0,0,44,45,0,0,9,13,0,0,12,9,0,5,20,25,8,0,0,0,0,0,0,0,0,0,7,24,0,0,0,12,0,0,2126,872,0,12,2,0,0,1,0,0,0,4,0,4,9,11,0,14,0,6,8,0,7,5,2,0,0,3,0,3,2,2,2,2,0,0,10,7,6,10,0,6,2,0,0,5,14,9,0,2,0,0,4,0,0,77,0,78,0,0,0,0,0
0,0,44,38,0,0,9,5,0,0,4,15,0,5,14,14,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,4,2581,873,0,6,2,0,0,1,0,2,0,5,0,3,2,6,4,4,2,12,13,0,1,3,2,0,0,1,0,50,1,2,2,1,0,0,0,36,4,1,0,0,2,0,0,18,9,8,0,3,1,0,9,0,0,75,0,150,0,0,0,0,0
0,0,36,29,0,0,1,12,0,0,25,1,0,12,18,5,11,14,0,0,0,0,0,0,0,0,0,12,0,0,0,14,0,5,11826,874,0,17,2,2,0,0,0,0,0,-1,0,3,4,12,3,14,7,0,0,0,11,3,0,0,0,1,0,41,1,2,2,1,0,0,0,25,8,14,0,4,0,0,0,6,9,7,0,1,1,0,18,0,0,74,0,38,0,0,0,0,0
0,0,36,44,0,0,1,5,0,0,18,5,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,15,0,0,9246,875,0,21,2,26,0,0,0,0,0,0,0,4,5,14,5,14,6,0,1,0,4,11,2,0,0,0,0,16,2,2,2,2,0,0,0,40,8,15,0,3,3,0,0,6,10,6,0,3,1,0,16,0,0,72,0,33,0,0,0,0,0
0,0,36,30,0,0,15,1,0,0,14,12,0,1,13,8,1,0,19,0,0,0,0,0,0,0,4,9,0,0,19,7,0,4,2820,876,0,7,0,1,0,0,0,0,0,0,0,5,0,7,0,6,0,0,0,0,1,0,2,0,0,1,0,35,2,0,0,1,0,0,5,7,10,0,0,0,1,0,14,2,10,14,0,2,0,0,19,0,5,68,0,1,0,0,0,0,0
0,11,29,34,9,0,25,1,0,0,18,2,0,21,9,19,2,0,9,0,53,0,38,0,9,0,0,14,0,0,0,16,0,5,1194,877,0,18,2,1,0,0,0,0,0,0,0,4,6,14,5,14,0,6,7,0,7,14,4,0,0,2,0,4,0,2,2,1,0,0,0,40,11,11,0,14,3,0,0,11,14,12,0,1,0,0,1,0,0,73,0,50,0,0,0,0,0
0,0,36,45,0,0,1,5,0,0,3,1,0,11,18,0,19,0,0,0,0,0,0,0,0,0,14,21,0,0,0,8,0,5,1127,878,0,8,2,0,0,0,0,0,0,0,0,1,4,8,0,15,0,0,0,0,11,7,0,0,0,1,0,16,1,0,0,1,0,0,15,4,11,9,0,6,3,0,0,6,12,11,0,4,1,0,0,0,0,74,0,53,1,0,0,0,0
0,0,46,29,0,0,25,18,0,0,12,15,0,5,23,18,5,0,0,0,0,0,0,0,0,0,0,14,0,0,0,18,0,4,2824,879,0,18,2,4,0,0,0,0,0,3,0,2,6,15,1,12,7,1,2,0,1,9,0,0,0,3,0,33,1,2,2,1,0,0,0,9,11,10,0,10,1,0,0,8,10,8,0,4,0,0,1,0,0,71,0,60,0,0,0,0,0
0,0,44,44,0,0,15,15,0,0,4,2,0,14,9,5,14,25,19,0,15,0,14,0,0,0,0,21,0,0,0,16,0,0,1040,880,0,21,2,0,0,0,0,-1,0,-1,0,4,11,14,5,11,6,1,1,0,1,3,0,0,0,0,0,4,0,2,2,2,0,0,0,44,8,11,0,4,0,0,0,6,14,9,0,4,1,0,18,0,0,68,0,17,1,0,0,0,0
0,0,27,48,0,0,14,1,0,0,4,14,0,18,0,5,28,23,21,0,18,0,5,0,14,0,4,19,0,0,0,18,0,1,1242,881,0,19,0,0,0,0,0,1,0,3,0,2,8,15,5,10,1,0,0,0,10,14,0,0,0,3,0,21,1,2,2,0,0,0,6,40,6,8,0,12,3,0,0,8,13,11,0,5,0,0,1,0,0,72,0,80,0,0,0,0,0
0,0,30,34,0,0,25,5,0,0,12,18,0,1,2,14,5,0,18,0,7,0,0,0,0,0,1,11,0,0,0,9,0,0,2816,882,0,11,2,3,0,0,0,0,0,2,0,2,4,8,1,12,8,0,0,0,7,1,0,0,0,0,0,49,1,2,2,0,0,0,1,11,8,8,0,1,2,0,0,9,9,7,0,2,0,0,11,5,0,74,0,72,0,0,0,0,0
0,0,27,37,0,0,9,5,0,0,19,12,0,1,5,0,13,0,5,0,20,0,5,0,0,0,5,11,0,0,0,10,0,3,2834,883,0,9,2,1,0,0,0,1,0,0,0,2,5,9,3,11,8,7,8,0,2,6,2,0,0,3,0,19,0,2,2,2,0,0,5,25,6,7,0,6,3,0,2,9,9,7,0,3,0,0,10,0,0,76,0,90,0,0,0,0,0
0,0,34,33,0,0,5,21,0,0,18,13,0,2,19,5,0,18,0,20,0,0,0,0,0,0,0,11,0,0,0,8,0,5,10957,884,0,7,2,0,0,1,0,3,0,3,0,1,1,8,5,11,8,0,0,0,8,0,0,0,0,1,0,98,0,2,2,0,0,0,0,42,7,4,0,0,0,0,0,14,10,8,0,5,0,0,12,0,0,73,0,143,0,0,0,0,0
0,0,33,29,0,0,5,21,0,0,18,18,0,18,18,5,1,20,14,20,0,0,0,0,0,0,0,10,0,0,0,8,0,1,1152,885,0,2,2,5,0,0,0,3,0,3,0,1,0,8,1,7,1,21,23,0,4,0,2,0,0,0,0,69,1,2,2,2,0,0,0,9,9,3,0,0,2,0,0,17,19,15,0,4,1,1,6,0,5,77,0,145,0,0,0,0,0
0,0,28,30,0,0,5,15,0,0,14,15,0,0,12,0,5,0,25,0,0,0,0,0,0,0,0,10,0,0,0,6,0,5,6920,886,0,6,2,15,0,0,0,3,0,3,0,1,0,6,1,14,3,14,17,0,8,0,0,0,0,3,0,66,0,2,2,1,0,0,0,8,6,0,0,0,1,0,0,15,11,11,0,5,0,0,9,0,0,77,0,145,1,0,0,0,0
0,0,29,37,0,0,1,12,0,0,19,9,0,5,14,25,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,12,0,1,1191,887,0,14,2,2,0,0,0,1,0,4,0,3,6,11,1,14,4,0,1,0,4,1,0,0,0,0,0,56,0,2,2,1,0,0,1,10,9,9,0,4,1,0,0,9,9,8,0,5,0,0,10,0,0,76,0,88,0,0,0,0,0
0,0,47,41,0,0,26,19,0,0,15,21,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,2,10789,888,0,7,2,9,0,1,0,3,0,4,0,1,3,7,6,14,5,14,15,0,9,3,2,0,0,3,0,77,1,2,2,2,0,0,0,49,9,6,0,0,3,0,0,14,11,10,0,3,0,0,9,0,5,80,0,155,0,0,0,0,0
0,0,38,29,0,0,1,1,0,0,46,16,0,18,12,5,5,12,19,12,0,0,0,0,0,0,0,19,0,0,0,18,0,5,10876,889,0,22,2,6,0,1,0,0,0,0,0,4,8,15,6,21,3,2,4,0,3,7,1,0,0,3,0,7,1,2,2,1,0,0,1,51,11,14,0,4,0,0,0,5,9,8,0,1,0,0,3,0,0,73,0,30,0,0,0,0,0
0,0,36,45,0,0,1,20,0,0,11,5,0,5,20,0,26,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,2,1067,890,0,5,2,2,0,0,0,2,0,4,0,1,0,5,1,5,1,22,24,0,11,0,0,0,0,3,0,68,1,2,2,0,0,0,0,9,11,2,0,0,3,0,0,19,21,16,0,2,1,0,8,0,0,74,0,151,0,0,0,0,0
0,0,27,34,0,0,8,1,0,0,13,19,0,5,19,4,1,0,14,0,5,0,9,0,14,0,0,11,0,0,0,11,0,5,1035,891,0,6,0,3,0,0,0,2,0,3,0,1,6,11,1,11,5,2,4,0,10,0,4,0,0,1,0,91,0,2,2,1,0,0,1,8,9,9,0,0,0,0,1,14,8,8,0,5,1,0,12,5,5,75,0,110,1,0,0,0,0
0,0,34,28,0,0,1,1,0,0,14,3,0,11,8,0,13,0,5,0,9,0,5,0,18,0,14,21,0,0,2,9,0,1,1122,892,0,10,0,0,0,0,0,0,0,0,0,4,2,10,0,6,2,2,2,0,2,6,2,0,0,3,0,19,1,0,0,2,0,0,18,6,12,2,0,4,2,0,2,7,15,14,0,6,0,0,0,5,0,73,0,50,0,0,0,0,0
0,14,30,49,0,0,5,1,0,0,13,19,0,9,8,20,9,18,14,9,7,0,20,0,15,0,1,11,0,0,0,11,0,5,1156,893,0,12,2,11,0,0,0,2,0,3,0,1,4,10,3,11,11,0,0,0,3,7,0,0,0,0,0,38,0,2,2,1,0,0,0,29,12,16,0,2,2,0,0,11,14,13,0,5,0,0,11,0,0,75,0,110,0,0,0,0,0
0,0,39,44,0,0,1,5,0,0,18,5,0,11,4,5,0,12,0,0,0,0,0,0,0,0,0,18,0,0,0,19,0,5,10851,894,0,22,0,9,0,1,0,0,0,0,0,5,10,17,4,14,10,0,0,0,7,5,2,0,0,1,0,8,2,2,2,0,0,0,0,36,7,18,0,2,2,0,0,4,18,14,0,4,1,0,16,0,0,72,0,30,0,0,0,0,0
0,0,49,32,0,0,9,1,0,0,12,18,0,12,18,0,1,0,18,0,0,0,0,0,0,0,1,10,0,0,0,4,0,4,10928,895,0,4,2,0,0,0,0,3,0,3,0,-1,8,4,1,6,1,15,16,0,10,4,0,0,0,2,0,75,1,2,2,2,0,0,1,8,11,7,0,2,3,0,0,20,13,11,0,3,0,0,6,0,5,77,0,162,0,0,0,0,0
0,0,46,36,0,0,25,15,0,0,18,14,0,5,5,17,19,21,0,5,0,0,0,0,0,0,0,16,0,0,0,14,0,5,1204,896,0,17,2,2,0,1,0,-1,0,0,0,4,10,13,5,16,11,0,1,0,7,6,2,0,0,2,0,21,1,2,2,2,0,0,0,45,10,15,0,4,3,0,0,6,16,12,0,5,0,0,17,0,5,74,0,45,0,0,0,0,0
0,0,37,32,0,0,5,18,0,0,5,5,0,7,5,8,2,1,15,14,18,0,14,0,0,0,0,11,0,0,0,10,0,4,2820,897,0,5,2,0,0,1,0,2,0,4,0,0,2,10,0,12,9,1,3,0,9,4,2,0,0,2,0,97,0,2,2,2,0,0,0,2,10,6,0,2,2,0,0,11,9,8,0,5,1,0,12,0,0,73,0,160,0,0,0,0,0
0,0,46,34,0,0,25,15,0,0,14,16,0,5,16,9,5,12,18,0,0,0,0,0,0,0,1,15,0,0,0,10,0,1,2368,898,0,14,2,0,0,0,0,1,0,3,0,2,8,9,6,15,6,6,6,0,9,7,2,0,0,1,0,88,2,2,2,1,0,0,7,50,11,10,0,6,2,0,0,11,14,8,0,1,0,0,4,0,0,74,0,82,1,0,0,0,0
0,0,37,45,0,0,8,8,0,0,1,1,0,12,11,9,9,12,18,0,0,0,0,0,0,0,0,19,0,0,0,25,0,3,1122,899,0,23,0,1,0,0,0,0,0,0,0,5,18,22,4,6,2,5,3,0,3,10,2,0,0,1,0,2,1,2,2,2,0,0,0,33,11,16,0,8,3,0,0,5,20,17,0,6,1,1,3,0,0,72,0,30,1,0,0,0,0
0,0,30,37,0,0,1,15,0,0,22,5,0,9,20,19,20,0,5,0,18,0,0,0,0,0,0,19,0,0,0,20,0,1,2150,900,0,19,2,6,0,1,0,-1,0,-1,0,4,11,17,1,14,3,0,3,0,3,6,2,0,0,0,0,17,0,2,2,1,0,0,0,8,14,16,0,7,3,0,0,6,11,10,0,0,0,0,3,0,0,74,0,35,0,0,0,0,0
0,0,30,45,0,0,1,13,0,0,14,9,0,14,20,25,8,0,0,0,0,0,0,0,0,0,0,19,0,0,0,17,0,2,1024,901,0,21,2,0,0,0,0,0,0,0,0,3,4,14,5,19,1,0,4,0,7,8,0,0,0,0,0,37,1,2,2,2,0,0,0,44,0,12,0,7,2,0,0,7,8,4,0,0,0,1,1,0,0,72,0,55,0,0,0,0,0
0,0,33,34,0,0,5,15,0,0,15,12,0,18,1,7,14,5,9,0,0,0,0,0,0,0,0,19,0,0,0,24,0,5,1063,902,0,21,2,2,0,1,0,0,0,0,0,3,8,20,4,21,0,0,6,0,9,10,2,0,0,2,0,24,2,2,2,0,0,0,1,36,3,9,0,12,1,0,0,8,14,11,0,0,1,0,1,5,0,71,0,45,1,0,0,0,0
0,0,45,35,0,0,8,18,0,0,1,23,0,14,9,5,14,0,0,0,0,0,0,0,0,0,3,28,0,0,0,11,0,1,1086,903,0,11,2,8,0,0,0,1,0,4,0,4,3,10,1,14,16,3,3,0,11,3,2,0,0,0,0,55,0,2,2,1,0,0,3,12,0,8,0,3,3,0,0,9,16,14,0,0,1,0,10,0,0,75,0,100,0,0,0,0,0
0,0,46,33,0,0,1,18,0,0,25,5,0,12,5,5,14,14,0,0,0,0,0,0,0,0,10,21,0,0,0,11,0,4,10949,904,0,11,0,1,0,0,0,0,0,1,0,2,1,12,6,14,5,2,2,0,8,4,0,0,0,3,0,10,2,0,0,1,0,0,12,54,1,6,0,3,0,0,0,6,8,7,0,0,0,0,0,0,0,78,0,55,0,0,0,0,0
0,0,31,39,0,0,18,3,0,0,9,27,0,3,12,0,9,0,19,0,20,0,5,0,18,0,0,19,0,0,0,21,0,1,10913,905,0,17,0,8,0,0,0,0,0,0,0,2,9,18,4,14,0,0,4,0,9,2,0,0,0,3,0,80,1,2,2,0,0,0,0,35,15,14,0,4,0,0,0,4,9,8,0,0,0,0,3,0,0,75,0,33,0,0,0,0,0
0,0,45,29,0,0,20,15,0,0,5,2,0,6,2,1,19,14,0,0,0,0,0,0,0,0,0,19,0,0,0,17,0,5,10961,906,0,22,2,0,0,0,0,-1,0,-1,0,4,17,15,5,14,0,0,6,0,11,6,0,0,0,2,0,5,0,2,2,0,0,0,0,46,20,21,0,7,2,0,0,6,15,14,0,0,0,1,3,0,0,72,0,25,1,0,0,0,0
0,0,46,31,0,0,25,9,0,0,12,7,0,5,21,18,18,0,5,0,14,0,0,0,0,0,0,15,0,0,0,14,0,3,9241,907,0,10,2,0,0,0,0,1,0,4,0,4,7,13,1,14,3,5,6,0,1,7,2,0,0,2,0,86,2,2,2,1,0,0,0,9,0,6,0,5,1,0,0,8,11,7,0,0,0,1,4,0,0,75,0,85,0,0,0,0,0
0,0,44,37,0,0,15,1,0,0,13,6,0,1,5,14,14,0,20,0,26,0,9,0,19,0,2,21,0,0,0,12,0,1,1092,908,0,16,1,8,0,0,0,0,0,1,0,3,6,11,3,13,8,1,0,0,8,3,0,0,0,1,0,20,2,2,2,1,0,0,0,27,0,15,0,3,3,0,0,8,11,9,0,0,0,0,18,0,0,73,0,54,1,0,0,0,0
0,0,36,30,0,0,15,5,0,0,19,28,0,8,5,0,18,0,18,0,25,0,0,0,0,0,0,18,0,0,0,21,0,0,5472,910,0,17,0,8,0,0,0,-1,0,-1,0,4,8,19,6,14,15,1,3,0,3,4,2,0,0,3,0,21,2,2,2,0,0,0,0,54,3,16,0,6,2,0,0,3,18,16,0,2,0,0,16,0,0,71,0,16,1,0,0,0,0
